BirdID,LatinName,GermanName,EnglishName
411,Apis mellifera,Honey Bee,Honey Bee
412,Aplonis atrifusca,Samoastar,Samoan Starling
413,Aplonis grandis,Kragenstar,Brown-winged Starling
414,Aplonis metallica,Weberstar,Metallic Starling
415,Aplonis mysolensis,Molukkenstar,Moluccan Starling
416,Aplonis opaca,Karolinenstar,Micronesian Starling
417,Aplonis panayensis,Malaienstar,Asian Glossy Starling
418,Aplonis tabuensis,Südseestar,Polynesian Starling
419,Aprosmictus erythropterus,Rotflügelsittich,Red-winged Parrot
420,Aptenodytes patagonicus,Königspinguin,King Penguin
421,Apteryx mantelli,Nordstreifenkiwi,North Island Brown Kiwi
422,Apus affinis,Haussegler,Little Swift
423,Apus apus,Mauersegler,Common Swift
424,Apus caffer,Weißbürzelsegler,White-rumped Swift
425,Apus melba,Alpensegler,Alpine Swift
426,Apus nipalensis,Malaiensegler,House Swift
427,Apus pacificus,Pazifiksegler,Pacific Swift
428,Apus pallidus,Fahlsegler,Pallid Swift
429,Apus unicolor,Einfarbsegler,Plain Swift
430,Aquila adalberti,Iberienadler,Spanish Eagle
431,Aquila chrysaetos,Steinadler,Golden Eagle
432,Aquila heliaca,Kaiseradler,Imperial Eagle
433,Aquila nipalensis,Steppenadler,Steppe Eagle
434,Ara ambiguus,Bechsteinara,Great Green Macaw
435,Ara ararauna,Gelbbrustara,Blue-and-yellow Macaw
436,Ara chloropterus,Grünflügelara,Red-and-green Macaw
437,Ara glaucogularis,Blaukehlara,Blue-throated Macaw
438,Ara macao,Scharlachara,Scarlet Macaw
439,Ara militaris,Soldatenara,Military Macaw
440,Ara severus,Rotbugara,Chestnut-fronted Macaw
441,Arachnothera chrysogenys,Gelbwangen-Spinnenjäger,Yellow-eared Spiderhunter
442,Arachnothera crassirostris,Dickschnabel-Spinnenjäger,Thick-billed Spiderhunter
443,Arachnothera flavigaster,Brillenspinnenjäger,Spectacled Spiderhunter
444,Arachnothera longirostra,Weißkehl-Spinnenjäger,Little Spiderhunter
445,Arachnothera magna,Strichelspinnenjäger,Streaked Spiderhunter
446,Aramides albiventris,Rotnackenralle,Russet-naped Wood-Rail
447,Aramides axillaris,Braunkappenralle,Rufous-necked Wood-Rail
448,Aramides cajaneus,Cayenneralle,Grey-cowled Wood-Rail
449,Aramides saracura,Schieferbrustralle,Slaty-breasted Wood-Rail
450,Aramides wolfi,Esmeraldasralle,Brown Wood-Rail
451,Aramides ypecaha,Galeriewaldralle,Giant Wood-Rail
452,Aramus guarauna,Rallenkranich,Limpkin
453,Aratinga auricapillus,Goldscheitelsittich,Golden-capped Parakeet
454,Aratinga jandaya,Jandayasittich,Jandaya Parakeet
455,Aratinga nenday,Nandaysittich,Nanday Parakeet
456,Aratinga weddellii,Weddellsittich,Dusky-headed Parakeet
457,Arborophila atrogularis,Weißwangen-Buschwachtel,White-cheeked Partridge
458,Arborophila brunneopectus,Braunbrust-Buschwachtel,Bar-backed Partridge
459,Arborophila crudigularis,Taiwanbuschwachtel,Taiwan Partridge
460,Arborophila hyperythra,Borneobuschwachtel,Red-breasted Partridge
461,Arborophila javanica,Javabuschwachtel,Chestnut-bellied Partridge
462,Arborophila mandellii,Rotbrust-Buschwachtel,Chestnut-breasted Partridge
463,Arborophila rufogularis,Rotkehl-Buschwachtel,Rufous-throated Partridge
464,Arborophila torqueola,Hügelbuschwachtel,Hill Partridge
465,Archilochus alexandri,Schwarzkinnkolibri,Black-chinned Hummingbird
466,Archilochus colubris,Rubinkehlkolibri,Ruby-throated Hummingbird
467,Ardea alba,Silberreiher,Great White Egret
468,Ardea cinerea,Graureiher,Grey Heron
469,Ardea cocoi,Cocoireiher,Cocoi Heron
470,Ardea herodias,Kanadareiher,Great Blue Heron
471,Ardea intermedia,Mittelreiher,Medium Egret
472,Ardea melanocephala,Schwarzhalsreiher,Black-headed Heron
473,Ardea purpurea,Purpurreiher,Purple Heron
474,Ardea sumatrana,Rußreiher,Great-billed Heron
475,Ardenna bulleri,Graumantel-Sturmtaucher,Buller's Shearwater
476,Ardenna carneipes,Blassfuß-Sturmtaucher,Flesh-footed Shearwater
477,Ardenna creatopus,Rosafuß-Sturmtaucher,Pink-footed Shearwater
478,Ardenna grisea,Dunkelsturmtaucher,Sooty Shearwater
479,Ardenna pacifica,Keilschwanz-Sturmtaucher,Wedge-tailed Shearwater
480,Ardenna tenuirostris,Kurzschwanz-Sturmtaucher,Short-tailed Shearwater
481,Ardeola bacchus,Bacchusreiher,Chinese Pond Heron
482,Ardeola grayii,Paddyreiher,Indian Pond Heron
483,Ardeola ralloides,Rallenreiher,Squacco Heron
484,Ardeola speciosa,Prachtreiher,Javan Pond Heron
485,Arenaria interpres,Steinwälzer,Ruddy Turnstone
486,Arenaria melanocephala,Schwarzkopf-Steinwälzer,Black Turnstone
487,Argusianus argus,Argusfasan,Great Argus
488,Argya affinis,Gelbschnabel-Drosselhäherling,Yellow-billed Babbler
489,Argya caudata,Langschwanz-Drosselhäherling,Common Babbler
490,Argya earlei,Stricheldrosselhäherling,Striated Babbler
491,Argya malcolmi,Malcolmdrosselhäherling,Large Grey Babbler
492,Argya striata,Dschungeldrosselhäherling,Jungle Babbler
493,Argya subrufa,Orangebauch-Drosselhäherling,Rufous Babbler
494,Arizelocichla masukuensis,Shelleybülbül,Shelley's Greenbul
495,Arizelocichla milanjensis,Olivbrustbülbül,Stripe-cheeked Greenbul
496,Arizelocichla nigriceps,Schwarzkappenbülbül,Eastern Mountain Greenbul
497,Arremon abeillei,Kapuzenbuschammer,Black-capped Sparrow
498,Arremon assimilis,Schmalschnabel-Buschammer,Grey-browed Brushfinch
499,Arremon atricapillus,Schwarzkopf-Buschammer,Black-headed Brushfinch
500,Arremon aurantiirostris,Goldschnabel-Buschammer,Orange-billed Sparrow
501,Arremon basilicus,Brustfleck-Buschammer,Sierra Nevada Brushfinch
502,Arremon brunneinucha,Braunkopf-Buschammer,Chestnut-capped Brushfinch
503,Arremon castaneiceps,Olivbuschammer,Olive Finch
504,Arremon costaricensis,Grauband-Buschammer,Costa Rican Brushfinch
505,Arremon crassirostris,Dickschnabel-Buschammer,Sooty-faced Finch
506,Arremon flavirostris,Gelbschnabel-Buschammer,Saffron-billed Sparrow
507,Arremon franciscanus,Franziskusbuschammer,Sao Francisco Sparrow
508,Arremon perijanus,Perijábuschammer,Perija Brushfinch
509,Arremon schlegeli,Goldflügel-Buschammer,Golden-winged Sparrow
510,Arremon semitorquatus,Halsband-Buschammer,Half-collared Sparrow
511,Arremon taciturnus,Schwarzring-Buschammer,Pectoral Sparrow
512,Arremon torquatus,Streifenkopf-Buschammer,White-browed Brushfinch
513,Arremon virenticeps,Grünscheitel-Buschammer,Green-striped Brushfinch
514,Arremonops chloronotus,Grünrückenammer,Green-backed Sparrow
515,Arremonops conirostris,Dickichtammer,Black-striped Sparrow
516,Arremonops rufivirgatus,Olivrückenammer,Olive Sparrow
517,Arremonops tocuyensis,Tocuyoammer,Tocuyo Sparrow
518,Arses telescopthalmus,Krausenmonarch,Frilled Monarch
519,Artamus cinereus,Schwarzgesicht-Schwalbenstar,Black-faced Woodswallow
520,Artamus cyanopterus,Rußschwalbenstar,Dusky Woodswallow
521,Artamus fuscus,Grauschwalbenstar,Ashy Woodswallow
522,Artamus leucorynchus,Weißbauch-Schwalbenstar,White-breasted Woodswallow
523,Artamus personatus,Maskenschwalbenstar,Masked Woodswallow
524,Artamus superciliosus,Weißbrauen-Schwalbenstar,White-browed Woodswallow
525,Artemisiospiza belli,Salbeiammer,Bell's Sparrow
526,Artemisiospiza nevadensis,Beifußammer,Sagebrush Sparrow
527,Artisornis metopias,Rotkappensänger,African Tailorbird
528,Artisornis moreaui,Usambarafeinsänger,Long-billed Tailorbird
529,Arundinax aedon,Dickschnabelspötter,Thick-billed Warbler
530,Arundinicola leucocephala,Weißkopf-Wassertyrann,White-headed Marsh Tyrant
531,Asemospiza fuliginosa,Schwarzbrust-Gimpeltangare,Sooty Grassquit
532,Asemospiza obscura,Braungimpeltangare,Dull-coloured Grassquit
533,Asio clamator,Schreieule,Striped Owl
534,Asio flammeus,Sumpfohreule,Short-eared Owl
535,Asio grammicus,Jamaikaeule,Jamaican Owl
536,Asio otus,Waldohreule,Long-eared Owl
537,Asio stygius,Styxeule,Stygian Owl
538,Aspatha gularis,Blaukehlmotmot,Blue-throated Motmot
539,Asthenes anthoides,Graubrustcanastero,Austral Canastero
540,Asthenes baeri,Kurzschnabelcanastero,Short-billed Canastero
541,Asthenes coryi,Ockerbrauencanastero,Ochre-browed Thistletail
542,Asthenes dorbignyi,Rostbürzelcanastero,Creamy-breasted Canastero
543,Asthenes flammulata,Weißstrichelcanastero,Many-striped Canastero
544,Asthenes fuliginosa,Graubauchcanastero,White-chinned Thistletail
545,Asthenes griseomurina,Olivrückencanastero,Mouse-coloured Thistletail
546,Asthenes harterti,Schwarzkehlcanastero,Black-throated Thistletail
547,Asthenes helleri,Punacanastero,Puna Thistletail
548,Asthenes heterura,Dornbuschcanastero,Maquis Canastero
549,Asthenes hudsoni,Ockerbrustcanastero,Hudson's Canastero
550,Asthenes humilis,Streifenkehlcanastero,Streak-throated Canastero
551,Asthenes maculicauda,Roststirncanastero,Scribble-tailed Canastero
552,Asthenes modesta,Graslandcanastero,Cordilleran Canastero
553,Asthenes moreirae,Blasscanastero,Itatiaia Spinetail
554,Asthenes ottonis,Rostgesichtcanastero,Rusty-fronted Canastero
555,Asthenes palpebralis,Brillencanastero,Eye-ringed Thistletail
556,Asthenes perijana,Perijacanastero,Perija Thistletail
557,Asthenes pudibunda,Rostschwanzcanastero,Canyon Canastero
558,Asthenes pyrrholeuca,Dünnschnabelcanastero,Sharp-billed Canastero
559,Asthenes sclateri,Rötelflügelcanastero,Puna Canastero
560,Asthenes urubambensis,Dunkelrückencanastero,Line-fronted Canastero
561,Asthenes virgata,Braunschwanzcanastero,Junin Canastero
562,Asthenes wyatti,Strichelrückencanastero,Streak-backed Canastero
563,Atalotriccus pilaris,Blassaugen-Zwergtyrann,Pale-eyed Pygmy-Tyrant
564,Atelornis crossleyi,Lätzchenerdracke,Rufous-headed Ground-Roller
565,Atelornis pittoides,Blaukopf-Erdracke,Pitta-like Ground-Roller
566,Athene blewitti,Blewittkauz,Forest Owlet
567,Athene brama,Brahmakauz,Spotted Owlet
568,Athene cunicularia,Kaninchenkauz,Burrowing Owl
569,Athene noctua,Steinkauz,Little Owl
570,Athene superciliaris,Madagaskarkauz,White-browed Owl
571,Atimastillas flavicollis,Gelbkehlbülbül,Yellow-throated Greenbul
572,Atlanticus testaceus,Protean Shieldback,Protean Shieldback
573,Atlapetes albinucha,Weißnacken-Buschammer,White-naped Brushfinch
574,Atlapetes albofrenatus,Weißbart-Buschammer,Moustached Brushfinch
575,Atlapetes citrinellus,Schwarzbart-Buschammer,Yellow-striped Brushfinch
576,Atlapetes flaviceps,Goldkopf-Buschammer,Yellow-headed Brushfinch
577,Atlapetes fulviceps,Braunbart-Buschammer,Fulvous-headed Brushfinch
578,Atlapetes fuscoolivaceus,Rußkopf-Buschammer,Dusky-headed Brushfinch
579,Atlapetes latinuchus,Gelbbrust-Buschammer,Yellow-breasted Brushfinch
580,Atlapetes leucopis,Brillenbuschammer,White-rimmed Brushfinch
581,Atlapetes leucopterus,Spiegelbuschammer,White-winged Brushfinch
582,Atlapetes melanocephalus,Grauohr-Buschammer,Santa Marta Brushfinch
583,Atlapetes melanolaemus,Schwarzgesicht-Buschammer,Black-faced Brushfinch
584,Atlapetes pallidiceps,Blasskopf-Buschammer,Pale-headed Brushfinch
585,Atlapetes pallidinucha,Zimtstirn-Buschammer,Pale-naped Brushfinch
586,Atlapetes personatus,Tepuibuschammer,Tepui Brushfinch
587,Atlapetes pileatus,Rotkappen-Buschammer,Rufous-capped Brushfinch
588,Atlapetes rufigenis,Rotohr-Buschammer,Rufous-eared Brushfinch
589,Atlapetes rufinucha,Rotnacken-Buschammer,Bolivian Brushfinch
590,Atlapetes schistaceus,Graubrust-Buschammer,Slaty Brushfinch
591,Atlapetes semirufus,Ockerbrust-Buschammer,Ochre-breasted Brushfinch
592,Atlapetes tibialis,Gelbschenkel-Buschammer,Yellow-thighed Brushfinch
593,Atlapetes tricolor,Dreifarben-Buschammer,Tricoloured Brushfinch
594,Atrichornis clamosus,Lärmdickichtvogel,Noisy Scrub-bird
595,Atrichornis rufescens,Rostdickichtvogel,Rufous Scrub-bird
596,Attagis gayi,Rotbauch-Höhenläufer,Rufous-bellied Seedsnipe
597,Atticora fasciata,Weißbandschwalbe,White-banded Swallow
598,Atticora pileata,Kappenschwalbe,Black-capped Swallow
599,Atticora tibialis,Weißhosenschwalbe,White-thighed Swallow
600,Attila bolivianus,Weißaugen-Attilatyrann,Dull-capped Attila
601,Attila cinnamomeus,Zimtattilatyrann,Cinnamon Attila
602,Attila citriniventris,Gelbbauch-Attilatyrann,Citron-bellied Attila
603,Attila phoenicurus,Graukopf-Attilatyrann,Rufous-tailed Attila
604,Attila rufus,Streifenkehl-Attilatyrann,Grey-hooded Attila
605,Attila spadiceus,Gelbbürzel-Attilatyrann,Bright-rumped Attila
606,Attila torridus,Ockerattilatyrann,Ochraceous Attila
607,Augastes lumachella,Goldmaskenkolibri,Hooded Visorbearer
608,Augastes scutatus,Grünmaskenkolibri,Hyacinth Visorbearer
609,Aulacorhynchus albivitta,Weißkehlarassari,Southern Emerald-Toucanet
610,Aulacorhynchus coeruleicinctis,Grauschnabelarassari,Blue-banded Toucanet
611,Aulacorhynchus derbianus,Blaunackenarassari,Chestnut-tipped Toucanet
612,Aulacorhynchus haematopygus,Blutbürzelarassari,Crimson-rumped Toucanet
613,Aulacorhynchus prasinus,Laucharassari,Northern Emerald-Toucanet
614,Aulacorhynchus sulcatus,Blauzügelarassari,Groove-billed Toucanet
615,Auriparus flaviceps,Goldkopf-Beutelmeise,Verdin
616,Automolus exsertus,Chiriquíbaumspäher,Chiriqui Foliage-gleaner
617,Automolus infuscatus,Olivrücken-Baumspäher,Olive-backed Foliage-gleaner
618,Automolus leucophthalmus,Weißaugen-Baumspäher,White-eyed Foliage-gleaner
619,Automolus melanopezus,Orangekehl-Baumspäher,Brown-rumped Foliage-gleaner
620,Automolus ochrolaemus,Fahlkehl-Baumspäher,Ochre-throated Foliage-gleaner
621,Automolus paraensis,Dunkelbaumspäher,Para Foliage-gleaner
622,Automolus rufipileatus,Rostkappen-Baumspäher,Chestnut-crowned Foliage-gleaner
623,Automolus subulatus,Strichelrücken-Baumspäher,Eastern Woodhaunter
624,Aviceda jerdoni,Orientweih,Jerdon's Baza
625,Aviceda leuphotes,Dreifarbweih,Black Baza
626,Aviceda subcristata,Papuaweih,Pacific Baza
627,Aythya affinis,Kanadabergente,Lesser Scaup
628,Aythya americana,Rotkopfente,Redhead
629,Aythya collaris,Ringschnabelente,Ring-necked Duck
630,Aythya ferina,Tafelente,Common Pochard
631,Aythya fuligula,Reiherente,Tufted Duck
632,Aythya marila,Bergente,Greater Scaup
633,Aythya nyroca,Moorente,Ferruginous Duck
634,Aythya valisineria,Riesentafelente,Canvasback
635,Baeolophus atricristatus,Schwarzhäubchenmeise,Black-crested Titmouse
636,Baeolophus bicolor,Grauhäubchenmeise,Tufted Titmouse
637,Baeolophus inornatus,Eichenmeise,Oak Titmouse
638,Baeolophus ridgwayi,Wacholdermeise,Juniper Titmouse
639,Baeolophus wollweberi,Brillenmeise,Bridled Titmouse
640,Baeopogon indicator,Indikatorbülbül,Honeyguide Greenbul
641,Balearica regulorum,Grauhals-Kronenkranich,Grey Crowned-Crane
642,Bambusicola fytchii,Gelbbrauen-Bambushuhn,Mountain Bamboo-Partridge
643,Bambusicola sonorivox,Taiwanbambushuhn,Taiwan Bamboo-Partridge
644,Bambusicola thoracicus,Graubrauen-Bambushuhn,Chinese Bamboo-Partridge
645,Bangsia aureocincta,Goldring-Bergtangare,Gold-ringed Tanager
646,Bangsia edwardsi,Moosmantel-Bergtangare,Moss-backed Tanager
647,Bangsia melanochlamys,Blauschulter-Bergtangare,Black-and-gold Tanager
648,Barnardius zonarius,Ringsittich,Australian Ringneck
649,Bartramia longicauda,Prärieläufer,Upland Sandpiper
650,Baryphthengus martii,Zimtbrustmotmot,Rufous Motmot
651,Baryphthengus ruficapillus,Rotkopfmotmot,Rufous-capped Motmot
652,Basileuterus belli,Goldstreif-Waldsänger,Golden-browed Warbler
653,Basileuterus culicivorus,Goldhähnchen-Waldsänger,Golden-crowned Warbler
654,Basileuterus delattrii,Rostkappen-Waldsänger,Chestnut-capped Warbler
655,Basileuterus lachrymosus,Fächerwaldsänger,Mexican Fan-tailed Warbler
656,Basileuterus melanogenys,Schwarzwangen-Waldsänger,Black-cheeked Warbler
657,Basileuterus melanotis,Fahlscheitel-Waldsänger,Costa Rican Warbler
658,Basileuterus rufifrons,Rotkappen-Waldsänger,Rufous-capped Warbler
659,Basileuterus trifasciatus,Cayamarcawaldsänger,Three-banded Warbler
660,Basileuterus tristriatus,Dreistreifen-Waldsänger,Three-striped Warbler
661,Basilinna leucotis,Purpurstirn-Saphirkolibri,White-eared Hummingbird
662,Batara cinerea,Riesenameisenwürger,Giant Antshrike
663,Bathmocercus rufus,Graubauch-Fuchssänger,Black-faced Rufous-Warbler
664,Batis capensis,Kapschnäpper,Cape Batis
665,Batis erlangeri,Kongoschnäpper,Western Black-headed Batis
666,Batis mixta,Kurzschwanzschnäpper,Short-tailed Batis
667,Batis molitor,Weißflankenschnäpper,Chinspot Batis
668,Batis orientalis,Heuglinschnäpper,Grey-headed Batis
669,Batis perkeo,Däumlingsschnäpper,Pygmy Batis
670,Batis pririt,Priritschnäpper,Pririt Batis
671,Batis soror,Kinnfleckschnäpper,Pale Batis
672,Batrachostomus affinis,Malaienschwalm,Blyth's Frogmouth
673,Batrachostomus auritus,Riesenschwalm,Large Frogmouth
674,Batrachostomus cornutus,Sundaschwalm,Sunda Frogmouth
675,Batrachostomus hodgsoni,Langschwanzschwalm,Hodgson's Frogmouth
676,Batrachostomus moniliger,Ceylonschwalm,Sri Lanka Frogmouth
677,Batrachostomus septimus,Philippinenschwalm,Philippine Frogmouth
678,Batrachostomus stellatus,Schuppenschwalm,Gould's Frogmouth
679,Berenicornis comatus,Langschopf-Hornvogel,White-crowned Hornbill
680,Berlepschia rikeri,Palmsteiger,Point-tailed Palmcreeper
681,Bernieria madagascariensis,Gmelinmadagaskarsänger,Long-billed Bernieria
682,Bias musicus,Haubenvanga,Black-and-white Shrike-flycatcher
683,Biatas nigropectus,Weißbart-Ameisenwürger,White-bearded Antshrike
684,Biziura lobata,Lappenente,Musk Duck
685,Bleda canicapillus,Graukopf-Borstenbülbül,Grey-headed Bristlebill
686,Bleda notatus,Gelbzügel-Borstenbülbül,Lesser Bristlebill
687,Bleda syndactylus,Rotschwanz-Borstenbülbül,Red-tailed Bristlebill
688,Blythipicus pyrrhotis,Rotohrspecht,Bay Woodpecker
689,Blythipicus rubiginosus,Maronenspecht,Maroon Woodpecker
690,Boissonneaua flavescens,Fahlschwanzkolibri,Buff-tailed Coronet
691,Boissonneaua jardini,Hyazinthkolibri,Velvet-purple Coronet
692,Boissonneaua matthewsii,Rotbauchkolibri,Chestnut-breasted Coronet
693,Bolbopsittacus lunulatus,Stummelschwanzpapagei,Guaiabero
694,Bolborhynchus lineola,Katharinasittich,Barred Parakeet
695,Bolborhynchus orbygnesius,Andensittich,Andean Parakeet
696,Bolemoreus frenatus,Buntschnabel-Honigfresser,Bridled Honeyeater
697,Bombycilla cedrorum,Zedernseidenschwanz,Cedar Waxwing
698,Bombycilla garrulus,Seidenschwanz,Bohemian Waxwing
699,Bombycilla japonica,Blutseidenschwanz,Japanese Waxwing
700,Bonasa umbellus,Kragenhuhn,Ruffed Grouse
701,Bostrychia carunculata,Klunkeribis,Wattled Ibis
702,Bostrychia hagedash,Hagedaschibis,Hadada Ibis
703,Botaurus lentiginosus,Schwarzbart-Rohrdommel,American Bittern
704,Botaurus stellaris,Rohrdommel,Great Bittern
705,Brachygalba albogularis,Weißkehl-Glanzvogel,White-throated Jacamar
706,Brachygalba lugubris,Braunbrust-Glanzvogel,Brown Jacamar
707,Brachypodius eutilotus,Flauschrückenbülbül,Puff-backed Bulbul
708,Brachypodius melanocephalos,Schwarzkopfbülbül,Black-headed Bulbul
709,Brachypodius melanoleucos,Trauerbülbül,Black-and-white Bulbul
710,Brachypodius priocephalus,Graukopfbülbül,Gray-headed Bulbul
711,Brachypodius urostictus,Gelbbrillenbülbül,Yellow-wattled Bulbul
712,Brachypteryx cruralis,Himalaja-Bergkurzflügel,Himalayan Shortwing
713,Brachypteryx goodfellowi,Taiwan-Bergkurzflügel,Taiwan Shortwing
714,Brachypteryx hyperythra,Rostbauch-Kurzflügel,Rusty-bellied Shortwing
715,Brachypteryx leucophris,Zwergkurzflügel,Lesser Shortwing
716,Brachypteryx montana,Java-Bergkurzflügel,Javan Shortwing
717,Brachyramphus marmoratus,Marmelalk,Marbled Murrelet
718,Bradornis microrhynchus,Strichelkopfschnäpper,African Grey Flycatcher
719,Bradypterus baboecala,Sumpfbuschsänger,Little Rush Warbler
720,Bradypterus barratti,Barrattbuschsänger,Barratt's Warbler
721,Bradypterus brunneus,Stachelschwanz-Buschsänger,Brown Emutail
722,Bradypterus carpalis,Bindenbuschsänger,White-winged Swamp Warbler
723,Bradypterus cinnamomeus,Zimtbuschsänger,Cinnamon Bracken-Warbler
724,Bradypterus lopezi,Lopesbuschsänger,Evergreen-forest Warbler
725,Bradypterus sylvaticus,Kapbuschsänger,Knysna Warbler
726,Branta bernicla,Ringelgans,Brent Goose
727,Branta canadensis,Kanadagans,Canada Goose
728,Branta hutchinsii,Zwergkanadagans,Cackling Goose
729,Branta leucopsis,Weißwangengans,Barnacle Goose
730,Branta sandvicensis,Hawaiigans,Hawaiian Goose
731,Brotogeris chiriri,Gelbflügelsittich,Yellow-chevroned Parakeet
732,Brotogeris chrysoptera,Braunkinnsittich,Golden-winged Parakeet
733,Brotogeris cyanoptera,Kobaltflügelsittich,Cobalt-winged Parakeet
734,Brotogeris jugularis,Tovisittich,Orange-chinned Parakeet
735,Brotogeris pyrrhoptera,Feuerflügelsittich,Grey-cheeked Parakeet
736,Brotogeris sanctithomae,Tuisittich,Tui Parakeet
737,Brotogeris tirica,Tirikasittich,Plain Parakeet
738,Brotogeris versicolurus,Weißflügelsittich,White-winged Parakeet
739,Bubalornis albirostris,Alektoweber,White-billed Buffalo-Weaver
740,Bubalornis niger,Büffelweber,Red-billed Buffalo-Weaver
741,Bubo africanus,Fleckenuhu,Spotted Eagle Owl
